,topic,category,definition,is_topic_relevant,did_participant_mention_this,ID,design,order
308,CAR,Engine,Mentions the engine in general (not specifically noise or power),0,0,s30,Focused,2
309,CAR,Engine,Mentions the engine in general (not specifically noise or power),0,0,s31,Focused,2
310,CAR,Engine,Mentions the engine in general (not specifically noise or power),0,0,s32,Cluttered,5
311,CAR,Engine,Mentions the engine in general (not specifically noise or power),0,0,s33,Cluttered,6
312,CAR,Engine,Mentions the engine in general (not specifically noise or power),0,0,s34,Decluttered,1
313,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s1,Cluttered,3
314,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s2,Cluttered,4
315,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s4,Focused,1
316,NEWS,Friends,Mentions that friends are one of the least common news sources,0,1,s5,Cluttered,4
317,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s7,Decluttered,2
318,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s8,Focused,1
319,NEWS,Friends,Mentions that friends are one of the least common news sources,0,1,s9,Decluttered,6
320,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s10,Cluttered,3
321,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s11,Decluttered,2
322,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s12,Decluttered,6
323,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s14,Focused,1
324,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s15,Cluttered,4
325,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s16,Cluttered,3
326,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s17,Decluttered,2
327,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s18,Decluttered,6
328,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s19,Cluttered,3
329,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s21,Cluttered,4
330,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s28,Focused,5
331,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s29,Focused,5
332,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s30,Focused,5
333,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s31,Focused,5
334,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s32,Decluttered,2
335,NEWS,Friends,Mentions that friends are one of the least common news sources,0,1,s33,Focused,1
336,NEWS,Friends,Mentions that friends are one of the least common news sources,0,0,s34,Decluttered,6
337,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,1,s1,Focused,1
338,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s2,Decluttered,6
339,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s4,Decluttered,2
340,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s5,Decluttered,6
341,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s7,Focused,4
342,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s8,Decluttered,2
343,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,1,s9,Cluttered,5
344,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s10,Focused,1
345,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s11,Focused,4
346,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s12,Cluttered,5
347,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s14,Decluttered,2
348,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s15,Decluttered,6
349,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s16,Focused,1
350,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s17,Focused,4
351,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s18,Cluttered,5
352,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s19,Focused,1
353,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s21,Decluttered,6
354,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s28,Cluttered,4
355,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s29,Cluttered,4
356,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s30,Cluttered,4
357,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s31,Cluttered,4
358,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s32,Focused,4
359,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s33,Decluttered,2
360,HOLIDAY,Gender,Mentions an unspecified difference in gender,0,0,s34,Cluttered,5
361,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s1,Cluttered,6
362,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s2,Decluttered,1
363,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s4,Focused,5
364,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s5,Decluttered,1
365,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s7,Decluttered,3
366,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s8,Focused,5
367,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,1,s9,Focused,2
368,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s10,Cluttered,6
369,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s11,Decluttered,3
370,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s12,Focused,2
371,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s14,Focused,5
372,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s15,Decluttered,1
373,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s16,Cluttered,6
374,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s17,Decluttered,3
375,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s18,Focused,2
376,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s19,Cluttered,6
377,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s21,Decluttered,1
378,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s28,Cluttered,3
379,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s29,Cluttered,3
380,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s30,Cluttered,3
381,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s31,Cluttered,3
382,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s32,Decluttered,3
383,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s33,Focused,5
384,TIRES,Goodrich,Mentions that Goodrich was the most expensive brand,0,0,s34,Focused,2
385,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s1,Decluttered,5
386,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s2,Focused,2
387,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s4,Cluttered,3
388,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s5,Focused,2
389,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s7,Cluttered,1
390,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s8,Cluttered,3
391,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s9,Focused,4
392,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s10,Decluttered,5
393,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s11,Cluttered,1
394,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s12,Focused,4
395,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s14,Cluttered,3
396,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s15,Focused,2
397,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s16,Decluttered,5
398,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s17,Cluttered,1
399,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s18,Focused,4
400,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s19,Decluttered,5
401,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s21,Focused,2
402,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s28,Decluttered,6
403,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s29,Decluttered,6
404,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s30,Decluttered,6
405,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s31,Decluttered,6
406,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,0,s32,Cluttered,1
407,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s33,Cluttered,3
408,PRISON,Immigration,Mentions that immigration is the most common reason for imprisonment,0,1,s34,Focused,4
409,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s1,Cluttered,6
410,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s2,Decluttered,1
411,TIRES,Increase,Mentions that certain tire prices have increased,0,1,s4,Focused,5
412,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s5,Decluttered,1
413,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s7,Decluttered,3
414,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s8,Focused,5
415,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s9,Focused,2
416,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s10,Cluttered,6
417,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s11,Decluttered,3
418,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s12,Focused,2
419,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s14,Focused,5
420,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s15,Decluttered,1
421,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s16,Cluttered,6
422,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s17,Decluttered,3
423,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s18,Focused,2
424,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s19,Cluttered,6
425,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s21,Decluttered,1
426,TIRES,Increase,Mentions that certain tire prices have increased,0,1,s28,Cluttered,3
427,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s29,Cluttered,3
428,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s30,Cluttered,3
429,TIRES,Increase,Mentions that certain tire prices have increased,0,1,s31,Cluttered,3
430,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s32,Decluttered,3
431,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s33,Focused,5
432,TIRES,Increase,Mentions that certain tire prices have increased,0,0,s34,Focused,2
433,NEWS,Internet,Mentions that internet usage is increasing,1,0,s1,Cluttered,3
434,NEWS,Internet,Mentions that internet usage is increasing,1,0,s2,Cluttered,4
435,NEWS,Internet,Mentions that internet usage is increasing,1,1,s4,Focused,1
436,NEWS,Internet,Mentions that internet usage is increasing,1,0,s5,Cluttered,4
437,NEWS,Internet,Mentions that internet usage is increasing,1,0,s7,Decluttered,2
438,NEWS,Internet,Mentions that internet usage is increasing,1,1,s8,Focused,1
439,NEWS,Internet,Mentions that internet usage is increasing,1,0,s9,Decluttered,6
440,NEWS,Internet,Mentions that internet usage is increasing,1,0,s10,Cluttered,3
441,NEWS,Internet,Mentions that internet usage is increasing,1,0,s11,Decluttered,2
442,NEWS,Internet,Mentions that internet usage is increasing,1,0,s12,Decluttered,6
443,NEWS,Internet,Mentions that internet usage is increasing,1,0,s14,Focused,1
444,NEWS,Internet,Mentions that internet usage is increasing,1,0,s15,Cluttered,4
445,NEWS,Internet,Mentions that internet usage is increasing,1,0,s16,Cluttered,3
446,NEWS,Internet,Mentions that internet usage is increasing,1,1,s17,Decluttered,2
447,NEWS,Internet,Mentions that internet usage is increasing,1,0,s18,Decluttered,6
448,NEWS,Internet,Mentions that internet usage is increasing,1,0,s19,Cluttered,3
449,NEWS,Internet,Mentions that internet usage is increasing,1,0,s21,Cluttered,4
450,NEWS,Internet,Mentions that internet usage is increasing,1,0,s28,Focused,5
451,NEWS,Internet,Mentions that internet usage is increasing,1,0,s29,Focused,5
452,NEWS,Internet,Mentions that internet usage is increasing,1,1,s30,Focused,5
453,NEWS,Internet,Mentions that internet usage is increasing,1,1,s31,Focused,5
454,NEWS,Internet,Mentions that internet usage is increasing,1,1,s32,Decluttered,2
455,NEWS,Internet,Mentions that internet usage is increasing,1,0,s33,Focused,1
456,NEWS,Internet,Mentions that internet usage is increasing,1,1,s34,Decluttered,6
457,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s1,Focused,2
458,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s2,Cluttered,5
459,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s4,Decluttered,4
460,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s5,Cluttered,5
461,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s7,Focused,6
462,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s8,Decluttered,4
463,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s9,Cluttered,3
464,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s10,Focused,2
465,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s11,Focused,6
466,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s12,Cluttered,3
467,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s14,Decluttered,4
468,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s15,Cluttered,5
469,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s16,Focused,2
470,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s17,Focused,6
471,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s18,Cluttered,3
472,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s19,Focused,2
473,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s21,Cluttered,5
474,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s28,Decluttered,1
475,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s29,Decluttered,1
476,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s30,Decluttered,1
477,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s31,Decluttered,1
478,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s32,Focused,6
479,PLANTS,Local / National,Mentions a difference between local and national sales,1,0,s33,Decluttered,4
480,PLANTS,Local / National,Mentions a difference between local and national sales,1,1,s34,Cluttered,3
481,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s1,Focused,1
482,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,1,s2,Decluttered,6
483,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,1,s4,Decluttered,2
484,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s5,Decluttered,6
485,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s7,Focused,4
486,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,1,s8,Decluttered,2
487,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s9,Cluttered,5
488,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s10,Focused,1
489,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s11,Focused,4
490,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s12,Cluttered,5
491,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,1,s14,Decluttered,2
492,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s15,Decluttered,6
493,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s16,Focused,1
494,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,1,s17,Focused,4
495,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s18,Cluttered,5
496,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s19,Focused,1
497,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s21,Decluttered,6
498,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,1,s28,Cluttered,4
499,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s29,Cluttered,4
500,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s30,Cluttered,4
501,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s31,Cluttered,4
502,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s32,Focused,4
503,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s33,Decluttered,2
504,HOLIDAY,Men,Mentions that men shop more in later months (November and December),1,0,s34,Cluttered,5
505,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s1,Decluttered,5
506,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,1,s2,Focused,2
507,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s4,Cluttered,3
508,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s5,Focused,2
509,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s7,Cluttered,1
510,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s8,Cluttered,3
511,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s9,Focused,4
512,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s10,Decluttered,5
513,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s11,Cluttered,1
514,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s12,Focused,4
515,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s14,Cluttered,3
516,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s15,Focused,2
517,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s16,Decluttered,5
518,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s17,Cluttered,1
519,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s18,Focused,4
520,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s19,Decluttered,5
521,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s21,Focused,2
522,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s28,Decluttered,6
523,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s29,Decluttered,6
524,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s30,Decluttered,6
525,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s31,Decluttered,6
526,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s32,Cluttered,1
527,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,0,s33,Cluttered,3
528,PRISON,Minor / Major,Mentions both major and minor drug offenses,1,1,s34,Focused,4
529,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s1,Cluttered,3
530,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s2,Cluttered,4
531,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s4,Focused,1
532,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s5,Cluttered,4
533,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s7,Decluttered,2
534,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s8,Focused,1
535,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s9,Decluttered,6
536,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s10,Cluttered,3
537,NEWS,Newspaper,Mentions a trend related to newspapers,0,1,s11,Decluttered,2
538,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s12,Decluttered,6
539,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s14,Focused,1
540,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s15,Cluttered,4
541,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s16,Cluttered,3
542,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s17,Decluttered,2
543,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s18,Decluttered,6
544,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s19,Cluttered,3
545,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s21,Cluttered,4
546,NEWS,Newspaper,Mentions a trend related to newspapers,0,1,s28,Focused,5
547,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s29,Focused,5
548,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s30,Focused,5
549,NEWS,Newspaper,Mentions a trend related to newspapers,0,1,s31,Focused,5
550,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s32,Decluttered,2
551,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s33,Focused,1
552,NEWS,Newspaper,Mentions a trend related to newspapers,0,0,s34,Decluttered,6
553,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s1,Decluttered,4
554,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,1,s2,Focused,3
555,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s4,Cluttered,6
556,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s5,Focused,3
557,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s7,Cluttered,5
558,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s8,Cluttered,6
559,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s9,Decluttered,1
560,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s10,Decluttered,4
561,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s11,Cluttered,5
562,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s12,Decluttered,1
563,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s14,Cluttered,6
564,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s15,Focused,3
565,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s16,Decluttered,4
566,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,1,s17,Cluttered,5
567,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s18,Decluttered,1
568,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s19,Decluttered,4
569,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,1,s21,Focused,3
570,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,1,s28,Focused,2
571,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s29,Focused,2
572,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,1,s30,Focused,2
573,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,1,s31,Focused,2
574,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s32,Cluttered,5
575,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s33,Cluttered,6
576,CAR,Noise,Mentions engine noise as the top / one of the top concern(s),1,0,s34,Decluttered,1
577,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s1,Focused,1
578,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s2,Decluttered,6
579,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s4,Decluttered,2
580,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s5,Decluttered,6
581,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s7,Focused,4
582,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s8,Decluttered,2
583,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s9,Cluttered,5
584,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s10,Focused,1
585,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s11,Focused,4
586,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s12,Cluttered,5
587,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s14,Decluttered,2
588,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s15,Decluttered,6
589,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s16,Focused,1
590,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s17,Focused,4
591,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s18,Cluttered,5
592,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s19,Focused,1
593,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s21,Decluttered,6
594,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s28,Cluttered,4
595,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s29,Cluttered,4
596,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s30,Cluttered,4
597,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s31,Cluttered,4
598,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s32,Focused,4
599,HOLIDAY,November,Mentions November as the most common month to shop,0,1,s33,Decluttered,2
600,HOLIDAY,November,Mentions November as the most common month to shop,0,0,s34,Cluttered,5
601,CAR,Number,Mentions the number of people concerned,0,0,s1,Decluttered,4
602,CAR,Number,Mentions the number of people concerned,0,0,s2,Focused,3
603,CAR,Number,Mentions the number of people concerned,0,0,s4,Cluttered,6
604,CAR,Number,Mentions the number of people concerned,0,0,s5,Focused,3
605,CAR,Number,Mentions the number of people concerned,0,0,s7,Cluttered,5
606,CAR,Number,Mentions the number of people concerned,0,1,s8,Cluttered,6
607,CAR,Number,Mentions the number of people concerned,0,0,s9,Decluttered,1
608,CAR,Number,Mentions the number of people concerned,0,0,s10,Decluttered,4
609,CAR,Number,Mentions the number of people concerned,0,0,s11,Cluttered,5
610,CAR,Number,Mentions the number of people concerned,0,0,s12,Decluttered,1
611,CAR,Number,Mentions the number of people concerned,0,0,s14,Cluttered,6
612,CAR,Number,Mentions the number of people concerned,0,0,s15,Focused,3
613,CAR,Number,Mentions the number of people concerned,0,0,s16,Decluttered,4
614,CAR,Number,Mentions the number of people concerned,0,0,s17,Cluttered,5
615,CAR,Number,Mentions the number of people concerned,0,0,s18,Decluttered,1
616,CAR,Number,Mentions the number of people concerned,0,0,s19,Decluttered,4
617,CAR,Number,Mentions the number of people concerned,0,0,s21,Focused,3
618,CAR,Number,Mentions the number of people concerned,0,0,s28,Focused,2
619,CAR,Number,Mentions the number of people concerned,0,0,s29,Focused,2
620,CAR,Number,Mentions the number of people concerned,0,0,s30,Focused,2
621,CAR,Number,Mentions the number of people concerned,0,1,s31,Focused,2
622,CAR,Number,Mentions the number of people concerned,0,0,s32,Cluttered,5
623,CAR,Number,Mentions the number of people concerned,0,0,s33,Cluttered,6
624,CAR,Number,Mentions the number of people concerned,0,0,s34,Decluttered,1
625,CAR,Other,Participant does not remember,-1,0,s1,Decluttered,4
626,CAR,Other,None of the above conclusions,-1,0,s1,Decluttered,4
627,CAR,Other,Participant does not remember,-1,0,s2,Focused,3
628,CAR,Other,None of the above conclusions,-1,0,s2,Focused,3
629,CAR,Other,Participant does not remember,-1,0,s4,Cluttered,6
630,CAR,Other,None of the above conclusions,-1,0,s4,Cluttered,6
631,CAR,Other,Participant does not remember,-1,0,s5,Focused,3
632,CAR,Other,None of the above conclusions,-1,0,s5,Focused,3
633,CAR,Other,Participant does not remember,-1,0,s7,Cluttered,5
634,CAR,Other,None of the above conclusions,-1,0,s7,Cluttered,5
635,CAR,Other,Participant does not remember,-1,0,s8,Cluttered,6
636,CAR,Other,None of the above conclusions,-1,0,s8,Cluttered,6
637,CAR,Other,Participant does not remember,-1,0,s9,Decluttered,1
638,CAR,Other,None of the above conclusions,-1,0,s9,Decluttered,1
639,CAR,Other,Participant does not remember,-1,1,s10,Decluttered,4
640,CAR,Other,None of the above conclusions,-1,0,s10,Decluttered,4
